symbol,latestQuote_ap,latestQuote_as,latestQuote_ax,latestQuote_bp,latestQuote_bs,latestQuote_bx,latestQuote_c,latestQuote_t,expires,price,dailyBar_c,dailyBar_h,dailyBar_l,dailyBar_n,dailyBar_o,dailyBar_t,dailyBar_v,dailyBar_vw,latestTrade_c,latestTrade_p,latestTrade_s,latestTrade_t,latestTrade_x,minuteBar_c,minuteBar_h,minuteBar_l,minuteBar_n,minuteBar_o,minuteBar_t,minuteBar_v,minuteBar_vw,prevDailyBar_c,prevDailyBar_h,prevDailyBar_l,prevDailyBar_n,prevDailyBar_o,prevDailyBar_t,prevDailyBar_v,prevDailyBar_vw,impliedVolatility,greeks_delta,greeks_gamma,greeks_rho,greeks_theta,greeks_vega
BTC251121C00058000,0.17,24,E,0.0,0,?, ,2025-11-19T19:03:31.694821038Z,2025-11-21,58000,0.02,0.02,0.02,1.0,0.02,2025-11-14T05:00:00Z,5.0,0.02,a,0.02,5.0,2025-11-14T17:56:01.310353478Z,X,0.02,0.02,0.02,1.0,0.02,2025-11-14T17:56:00Z,5.0,0.02,0.04,0.04,0.04,1.0,0.04,2025-11-13T05:00:00Z,1.0,0.04,,,,,,
BTC260116P00020000,0.63,521,A,0.0,0,?,A,2025-11-19T19:01:45.283188252Z,2026-01-16,20000,0.75,0.75,0.75,1.0,0.75,2025-11-07T05:00:00Z,1.0,0.75,I,0.73,1.0,2025-11-07T16:24:56.240892888Z,E,0.75,0.75,0.75,1.0,0.75,2025-11-07T16:24:00Z,1.0,0.75,0.15,0.15,0.15,1.0,0.15,2025-10-21T04:00:00Z,1.0,0.15,,,,,,
BTC251121P00048000,8.91,24,C,7.13,52,S,A,2025-11-19T19:03:17.077057385Z,2025-11-21,48000,7.2,7.2,7.2,1.0,7.2,2025-11-19T05:00:00Z,2.0,7.2,I,7.2,2.0,2025-11-19T15:10:04.447119726Z,I,7.2,7.2,7.2,1.0,7.2,2025-11-19T15:10:00Z,2.0,7.2,7.14,7.14,7.14,2.0,7.14,2025-11-18T05:00:00Z,3.0,7.14,,,,,,
BTC260116C00047000,1.58,286,E,0.87,20,U,A,2025-11-19T19:03:44.687058531Z,2026-01-16,47000,1.49,1.49,1.49,1.0,1.49,2025-11-18T05:00:00Z,1.0,1.49,a,1.47,1.0,2025-11-18T16:34:06.344811068Z,E,1.49,1.49,1.49,1.0,1.49,2025-11-18T16:34:00Z,1.0,1.49,1.7,1.9,1.7,5.0,1.9,2025-11-14T05:00:00Z,22.0,1.835,0.558,0.258,0.0368,0.0142,-0.0254,0.0508
BTC260116C00071000,0.77,376,X,0.0,0,?, ,2025-11-19T19:01:42.771825594Z,2026-01-16,71000,0.8,0.8,0.8,1.0,0.8,2025-09-29T04:00:00Z,1.0,0.8,a,0.8,1.0,2025-09-29T13:56:54.004365838Z,X,0.8,0.8,0.8,1.0,0.8,2025-09-29T13:56:00Z,1.0,0.8,0.9,0.9,0.9,1.0,0.9,2025-09-15T04:00:00Z,1.0,0.9,,,,,,
BTC270115C00046000,8.26,19,A,6.38,18,E,A,2025-11-19T19:03:51.95698668Z,2027-01-15,46000,11.9,11.9,11.9,1.0,11.9,2025-11-12T05:00:00Z,5.0,11.9,f,11.9,5.0,2025-11-12T14:46:20.878269653Z,M,11.9,11.9,11.9,1.0,11.9,2025-11-12T14:46:00Z,5.0,11.9,12.0,12.0,12.0,1.0,12.0,2025-11-10T05:00:00Z,10.0,12.0,0.538,0.5369,0.0174,0.1602,-0.0121,0.1685
BTC260116P00058000,19.47,35,B,16.91,35,B,A,2025-11-19T19:01:04.834947236Z,2026-01-16,58000,9.72,9.72,9.72,2.0,9.72,2025-09-08T04:00:00Z,3.0,9.72,g,9.72,2.0,2025-09-08T15:06:24.005804194Z,C,9.72,9.72,9.72,2.0,9.72,2025-09-08T15:06:00Z,3.0,9.72,10.68,10.68,10.68,1.0,10.68,2025-09-04T04:00:00Z,3.0,10.68,,,,,,
BTC270115P00049000,15.37,13,E,11.67,21,A,A,2025-11-19T19:03:37.557679798Z,2027-01-15,49000,11.95,11.95,11.95,1.0,11.95,2025-10-17T04:00:00Z,1.0,11.95,f,11.95,1.0,2025-10-17T16:01:15.887134704Z,I,11.95,11.95,11.95,1.0,11.95,2025-10-17T16:01:00Z,1.0,11.95,,,,,,,,,0.5034,-0.5224,0.0187,-0.3945,-0.0068,0.1689
BTC260116C00030000,12.3,664,X,10.05,23,U, ,2025-11-19T19:02:05.740695735Z,2026-01-16,30000,12.13,12.13,12.13,2.0,12.13,2025-11-18T05:00:00Z,5.0,12.13,a,12.13,3.0,2025-11-18T19:41:53.159028873Z,E,12.13,12.13,12.13,2.0,12.13,2025-11-18T19:41:00Z,5.0,12.13,23.7,23.7,23.7,1.0,23.7,2025-10-10T04:00:00Z,1.0,23.7,0.908,0.8299,0.0177,0.0343,-0.0335,0.0398
BTC260320P00064000,25.51,36,A,23.68,31,B,A,2025-11-19T19:03:41.541637783Z,2026-03-20,64000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6354,-0.8656,0.015,-0.1947,-0.0067,0.0492
BTC251121C00050000,0.03,40,Q,0.0,0,?, ,2025-11-19T15:17:29.291794801Z,2025-11-21,50000,0.05,0.05,0.05,1.0,0.05,2025-11-19T05:00:00Z,1.0,0.05,I,0.03,1.0,2025-11-19T16:10:55.506553265Z,J,0.05,0.05,0.05,1.0,0.05,2025-11-19T16:10:00Z,1.0,0.05,0.03,0.03,0.03,1.0,0.03,2025-11-18T05:00:00Z,4.0,0.03,,,,,,
BTC280121C00075000,8.18,25,A,3.97,20,A,B,2025-11-19T19:03:48.418799215Z,2028-01-21,75000,6.64,6.64,6.64,1.0,6.64,2025-11-17T05:00:00Z,1.0,6.64,a,6.64,1.0,2025-11-17T15:19:02.728366159Z,X,6.64,6.64,6.64,1.0,6.64,2025-11-17T15:19:00Z,1.0,6.64,8.45,8.45,8.45,1.0,8.45,2025-11-12T05:00:00Z,3.0,8.45,0.5643,0.3932,0.0117,0.2049,-0.0088,0.2236
BTC280121P00046000,17.17,3,A,12.53,11,E,A,2025-11-19T19:03:41.600138977Z,2028-01-21,46000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5564,-0.3785,0.0118,-0.6469,-0.0051,0.2211
BTC260618P00041000,6.77,18,U,5.5,587,E,A,2025-11-19T19:03:35.461303344Z,2026-06-18,41000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.482,-0.4459,0.0273,-0.1371,-0.0111,0.1185
BTC251219C00054000,0.77,421,E,0.0,0,?,A,2025-11-19T19:01:42.961000888Z,2025-12-19,54000,0.15,0.15,0.15,1.0,0.15,2025-11-18T05:00:00Z,4.0,0.15,I,0.15,4.0,2025-11-18T15:15:38.790224172Z,U,0.15,0.15,0.15,1.0,0.15,2025-11-18T15:15:00Z,4.0,0.15,0.13,0.22,0.13,2.0,0.22,2025-11-17T05:00:00Z,2.0,0.175,,,,,,
BTC260320C00041000,5.78,614,A,2.88,697,A,A,2025-11-19T19:03:51.398098112Z,2026-03-20,41000,4.8,4.8,4.8,1.0,4.8,2025-11-19T05:00:00Z,2.0,4.8,I,4.8,2.0,2025-11-19T14:33:11.525947718Z,U,4.8,4.8,4.8,1.0,4.8,2025-11-19T14:33:00Z,2.0,4.8,5.35,5.4,4.94,5.0,4.94,2025-11-18T05:00:00Z,6.0,5.221667,0.5287,0.5265,0.0332,0.0545,-0.0215,0.0904
BTC260618P00044000,8.67,17,U,6.98,610,X, ,2025-11-19T19:02:36.545569015Z,2026-06-18,44000,7.82,7.82,7.82,1.0,7.82,2025-11-18T05:00:00Z,1.0,7.82,g,7.82,1.0,2025-11-18T15:01:13.453261957Z,A,7.82,7.82,7.82,1.0,7.82,2025-11-18T15:01:00Z,1.0,7.82,6.25,6.25,6.25,1.0,6.25,2025-11-07T05:00:00Z,2.0,6.25,0.4691,-0.5272,0.0283,-0.1654,-0.0104,0.1194
BTC251121P00041000,2.13,85,A,1.72,12,T,A,2025-11-19T19:03:52.799180321Z,2025-11-21,41000,1.35,1.45,0.86,5.0,1.45,2025-11-19T05:00:00Z,11.0,1.26,I,1.35,6.0,2025-11-19T15:48:09.225869543Z,U,1.35,1.35,1.35,2.0,1.35,2025-11-19T15:48:00Z,7.0,1.35,0.82,1.18,0.72,12.0,1.18,2025-11-18T05:00:00Z,22.0,0.880455,0.8052,-0.7315,0.1403,-0.0017,-0.1904,0.0096
BTC280121P00062000,28.67,11,E,23.6,10,B,A,2025-11-19T19:03:33.176998478Z,2028-01-21,62000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5565,-0.5217,0.0123,-1.0148,-0.0039,0.2316
BTC260320P00047000,9.67,10,U,7.99,640,X, ,2025-11-19T19:02:09.917537237Z,2026-03-20,47000,7.82,7.82,7.82,1.0,7.82,2025-11-17T05:00:00Z,5.0,7.82,g,7.82,5.0,2025-11-17T15:47:43.895670218Z,C,7.82,7.82,7.82,1.0,7.82,2025-11-17T15:47:00Z,5.0,7.82,5.7,5.7,5.7,1.0,5.7,2025-11-10T05:00:00Z,1.0,5.7,0.4605,-0.6847,0.034,-0.1188,-0.0116,0.0807
BTC260320C00053000,1.94,248,A,1.17,17,U,A,2025-11-19T19:03:52.172816664Z,2026-03-20,53000,1.8,1.8,1.8,1.0,1.8,2025-11-18T05:00:00Z,5.0,1.8,f,1.8,5.0,2025-11-18T18:29:02.518903821Z,M,1.8,1.8,1.8,1.0,1.8,2025-11-18T18:29:00Z,5.0,1.8,2.01,2.01,2.01,1.0,2.01,2025-11-17T05:00:00Z,1.0,2.01,0.5647,0.2397,0.0242,0.0262,-0.0173,0.0705
BTC251121P00070000,31.48,55,A,28.92,40,X, ,2025-11-19T19:00:27.017319528Z,2025-11-21,70000,24.88,24.88,24.88,1.0,24.88,2025-11-07T05:00:00Z,10.0,24.88,a,24.88,10.0,2025-11-07T17:50:12.947738915Z,C,24.88,24.88,24.88,1.0,24.88,2025-11-07T17:50:00Z,10.0,24.88,25.3,25.3,25.3,1.0,25.3,2025-11-05T05:00:00Z,10.0,25.3,,,,,,
BTC260320P00043000,7.49,532,A,5.13,610,X,A,2025-11-19T19:03:40.535020623Z,2026-03-20,43000,6.0,6.0,6.0,1.0,6.0,2025-11-19T05:00:00Z,1.0,6.0,I,6.0,1.0,2025-11-19T15:25:23.461619151Z,A,6.0,6.0,6.0,1.0,6.0,2025-11-19T15:25:00Z,1.0,6.0,2.5,2.5,2.5,1.0,2.5,2025-10-28T04:00:00Z,3.0,2.5,0.4959,-0.546,0.0352,-0.0923,-0.0155,0.09
BTC260116P00070000,31.58,17,Z,28.89,20,Z, ,2025-11-19T18:52:53.694122911Z,2026-01-16,70000,28.25,28.25,28.25,2.0,28.25,2025-11-17T05:00:00Z,10.0,28.25,g,28.25,5.0,2025-11-17T16:44:04.365872224Z,C,28.25,28.25,28.25,2.0,28.25,2025-11-17T16:44:00Z,10.0,28.25,18.8,18.85,18.75,11.0,18.8,2025-07-21T04:00:00Z,120.0,18.81025,0.6951,-0.9719,0.0059,-0.109,0.0013,0.0101
BTC260320C00080000,0.77,275,A,0.0,0,?,A,2025-11-19T19:00:53.024935584Z,2026-03-20,80000,0.45,0.45,0.45,1.0,0.45,2025-11-12T05:00:00Z,1.0,0.45,I,0.45,1.0,2025-11-12T19:33:01.304964037Z,I,0.45,0.45,0.45,1.0,0.45,2025-11-12T19:33:00Z,1.0,0.45,0.6,0.6,0.6,1.0,0.6,2025-11-05T05:00:00Z,30.0,0.6,,,,,,
BTC251219P00059000,21.59,19,Z,17.72,19,Z, ,2025-11-19T19:00:00.256445703Z,2025-12-19,59000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8763,-0.9285,0.0138,-0.0463,-0.0165,0.0154
BTC260116C00048000,0.98,16,U,0.88,10,Z,B,2025-11-19T19:01:55.449081725Z,2026-01-16,48000,1.0,1.0,1.0,1.0,1.0,2025-11-19T05:00:00Z,2.0,1.0,I,1.0,2.0,2025-11-19T17:47:29.097081091Z,C,1.0,1.0,1.0,1.0,1.0,2025-11-19T17:47:00Z,2.0,1.0,1.15,1.2,1.15,7.0,1.15,2025-11-18T05:00:00Z,7.0,1.162857,0.5329,0.215,0.0349,0.012,-0.0219,0.0459
BTC260116C00065000,0.33,19,S,0.0,0,?, ,2025-11-19T19:00:52.003087033Z,2026-01-16,65000,0.25,0.25,0.25,1.0,0.25,2025-11-17T05:00:00Z,1.0,0.25,I,0.25,1.0,2025-11-17T16:04:42.347792484Z,E,0.25,0.25,0.25,1.0,0.25,2025-11-17T16:04:00Z,1.0,0.25,0.19,0.19,0.19,1.0,0.19,2025-11-14T05:00:00Z,10.0,0.19,,,,,,
BTC260116P00054000,14.74,8,U,12.75,29,E, ,2025-11-19T19:00:27.013881175Z,2026-01-16,54000,14.0,14.0,14.0,1.0,14.0,2025-11-19T05:00:00Z,1.0,14.0,I,14.0,1.0,2025-11-19T14:30:02.190474968Z,D,14.0,14.0,14.0,1.0,14.0,2025-11-19T14:30:00Z,1.0,14.0,11.8,11.8,11.8,1.0,11.8,2025-11-14T05:00:00Z,10.0,11.8,,,,,,
BTC260618P00054000,16.57,26,E,14.4,47,B,A,2025-11-19T19:02:48.001009815Z,2026-06-18,54000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4898,-0.7257,0.0227,-0.255,-0.0071,0.0999
BTC270115C00027000,18.83,21,A,14.19,15,A,A,2025-11-19T19:03:37.671510512Z,2027-01-15,27000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5896,0.836,0.0099,0.1903,-0.0089,0.1049
BTC251219C00072000,0.73,307,A,0.0,0,?,A,2025-11-19T19:00:42.828537297Z,2025-12-19,72000,0.4,0.4,0.4,1.0,0.4,2025-10-20T04:00:00Z,1.0,0.4,I,0.4,1.0,2025-10-20T19:07:24.986788101Z,I,0.4,0.4,0.4,1.0,0.4,2025-10-20T19:07:00Z,1.0,0.4,0.56,0.56,0.56,1.0,0.56,2025-10-14T04:00:00Z,1.0,0.56,,,,,,
BTC270115C00058000,6.94,24,A,1.98,14,A,A,2025-11-19T19:02:56.707565908Z,2027-01-15,58000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.536,0.3778,0.0167,0.1207,-0.0112,0.1612
BTC251219C00028000,13.38,385,A,11.18,35,B,A,2025-11-19T19:03:52.708878704Z,2025-12-19,28000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1156,0.8927,0.0146,0.0188,-0.0413,0.0209
BTC260618C00046000,5.26,363,A,4.12,13,E,A,2025-11-19T19:03:53.080402662Z,2026-06-18,46000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5622,0.4618,0.0236,0.0782,-0.0172,0.1191
BTC260320C00051000,3.42,722,A,0.62,700,X,A,2025-11-19T19:02:50.769060361Z,2026-03-20,51000,2.0,2.0,2.0,1.0,2.0,2025-11-17T05:00:00Z,2.0,2.0,a,2.0,2.0,2025-11-17T19:52:46.344361963Z,X,2.0,2.0,2.0,1.0,2.0,2025-11-17T19:52:00Z,2.0,2.0,3.0,3.0,3.0,1.0,3.0,2025-11-13T05:00:00Z,2.0,3.0,0.5828,0.2876,0.0258,0.0309,-0.0196,0.0774
BTC251219C00050000,0.33,93,J,0.17,16,U, ,2025-11-19T19:02:20.373430868Z,2025-12-19,50000,0.2,0.4,0.2,3.0,0.4,2025-11-19T05:00:00Z,12.0,0.370833,a,0.2,1.0,2025-11-19T17:44:34.337364027Z,X,0.2,0.2,0.2,1.0,0.2,2025-11-19T17:44:00Z,1.0,0.2,0.29,0.3,0.25,5.0,0.3,2025-11-18T05:00:00Z,254.0,0.299724,0.5717,0.0892,0.025,0.0027,-0.0177,0.0182
BTC270115C00043000,10.98,24,A,6.63,14,B,A,2025-11-19T19:00:26.975935785Z,2027-01-15,43000,10.7,10.7,10.7,1.0,10.7,2025-11-14T05:00:00Z,3.0,10.7,I,10.7,3.0,2025-11-14T14:30:01.857150227Z,X,10.7,10.7,10.7,1.0,10.7,2025-11-14T14:30:00Z,3.0,10.7,11.8,11.9,11.8,2.0,11.9,2025-11-06T05:00:00Z,2.0,11.85,0.5696,0.5912,0.0161,0.1678,-0.0125,0.1647
BTC260116P00061000,22.97,16,Z,19.86,20,B, ,2025-11-19T19:00:05.195797141Z,2026-01-16,61000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6382,-0.9409,0.0117,-0.093,-0.0039,0.0185
BTC280121P00075000,39.9,14,M,34.3,14,U, ,2025-11-19T19:02:05.73928322Z,2028-01-21,75000,26.1,26.44,26.1,3.0,26.44,2025-10-06T04:00:00Z,17.0,26.237059,I,26.1,10.0,2025-10-06T18:37:44.837738433Z,T,26.1,26.1,26.1,1.0,26.1,2025-10-06T18:37:00Z,10.0,26.1,27.95,27.95,27.95,1.0,27.95,2025-10-02T04:00:00Z,10.0,27.95,0.5923,-0.5863,0.0113,-1.3084,-0.003,0.2265
BTC251219C00060000,0.13,2,X,0.07,1,A,B,2025-11-19T18:26:18.683692484Z,2025-12-19,60000,0.1,0.1,0.1,1.0,0.1,2025-11-19T05:00:00Z,1.0,0.1,g,0.1,1.0,2025-11-19T17:43:24.400122469Z,C,0.1,0.1,0.1,1.0,0.1,2025-11-19T17:43:00Z,1.0,0.1,0.05,0.05,0.05,1.0,0.05,2025-11-18T05:00:00Z,1.0,0.05,0.7446,0.0326,0.0087,0.001,-0.0104,0.0082
BTC251121P00049000,9.62,20,C,8.0,46,C,A,2025-11-19T19:03:37.869452276Z,2025-11-21,49000,7.1,7.1,7.1,1.0,7.1,2025-11-17T05:00:00Z,1.0,7.1,j,7.1,1.0,2025-11-17T14:48:04.303575986Z,J,7.1,7.1,7.1,1.0,7.1,2025-11-17T14:48:00Z,1.0,7.1,6.65,6.65,6.65,1.0,6.65,2025-11-14T05:00:00Z,1.0,6.65,,,,,,
BTC251219P00039000,2.77,478,A,1.93,18,E,A,2025-11-19T19:03:49.730911279Z,2025-12-19,39000,2.05,2.05,2.05,1.0,2.05,2025-11-19T05:00:00Z,1.0,2.05,I,2.05,1.0,2025-11-19T16:35:05.17200062Z,A,2.05,2.05,2.05,1.0,2.05,2025-11-19T16:35:00Z,1.0,2.05,1.53,1.75,1.5,5.0,1.75,2025-11-18T05:00:00Z,19.0,1.537368,0.5865,-0.4325,0.0593,-0.016,-0.0414,0.0445
BTC260320P00071000,31.82,20,Z,29.4,21,E,A,2025-11-19T19:03:40.432300498Z,2026-03-20,71000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTC251121C00055000,0.07,5,Q,0.0,0,?, ,2025-11-19T15:00:57.013660383Z,2025-11-21,55000,0.01,0.01,0.01,1.0,0.01,2025-11-19T05:00:00Z,1.0,0.01,a,0.01,1.0,2025-11-19T16:37:29.763385481Z,I,0.01,0.01,0.01,1.0,0.01,2025-11-19T16:37:00Z,1.0,0.01,0.02,0.02,0.02,2.0,0.02,2025-11-18T05:00:00Z,21.0,0.02,,,,,,
BTC280121P00047000,17.31,1,P,13.23,12,E,A,2025-11-19T19:03:44.493995409Z,2028-01-21,47000,14.38,14.38,14.38,2.0,14.38,2025-11-17T05:00:00Z,2.0,14.38,a,14.38,1.0,2025-11-17T14:53:33.480833356Z,E,14.38,14.38,14.38,2.0,14.38,2025-11-17T14:53:00Z,2.0,14.38,10.85,10.85,10.85,1.0,10.85,2025-10-13T04:00:00Z,2.0,10.85,0.546,-0.3924,0.0121,-0.668,-0.0049,0.2234
BTC280121P00052000,20.25,9,U,16.82,22,A,A,2025-11-19T19:03:41.413002257Z,2028-01-21,52000,13.55,13.55,13.55,1.0,13.55,2025-10-13T04:00:00Z,2.0,13.55,f,13.55,2.0,2025-10-13T13:30:02.567099916Z,J,13.55,13.55,13.55,1.0,13.55,2025-10-13T13:30:00Z,2.0,13.55,13.0,13.2,12.98,9.0,13.07,2025-10-10T04:00:00Z,19.0,13.027368,0.5414,-0.4436,0.0125,-0.7828,-0.0046,0.2296
BTC270115C00056000,7.03,37,A,3.02,28,A,A,2025-11-19T19:03:48.881511959Z,2027-01-15,56000,10.6,10.6,10.6,1.0,10.6,2025-10-29T04:00:00Z,1.0,10.6,I,10.6,1.0,2025-10-29T13:30:00.774962454Z,X,10.6,10.6,10.6,1.0,10.6,2025-10-29T13:30:00Z,1.0,10.6,10.2,10.2,10.2,1.0,10.2,2025-10-27T04:00:00Z,1.0,10.2,0.5475,0.4079,0.0167,0.1279,-0.0117,0.1647
BTC251121C00070000,0.03,5,U,0.0,0,?,A,2025-11-19T15:18:07.443095912Z,2025-11-21,70000,0.05,0.05,0.05,1.0,0.05,2025-11-10T05:00:00Z,1.0,0.05,I,0.05,1.0,2025-11-10T14:47:26.974129121Z,U,0.05,0.05,0.05,1.0,0.05,2025-11-10T14:47:00Z,1.0,0.05,0.06,0.06,0.06,1.0,0.06,2025-11-06T05:00:00Z,1.0,0.06,,,,,,
BTC270115P00046000,13.02,18,U,9.34,31,A,A,2025-11-19T19:03:44.460445496Z,2027-01-15,46000,10.9,10.9,10.9,1.0,10.9,2025-11-18T05:00:00Z,1.0,10.9,a,10.9,1.0,2025-11-18T17:48:02.665491592Z,J,10.9,10.9,10.9,1.0,10.9,2025-11-18T17:48:00Z,1.0,10.9,10.72,10.72,10.72,1.0,10.72,2025-11-17T05:00:00Z,1.0,10.72,0.4852,-0.4829,0.0194,-0.3495,-0.0068,0.169
BTC270115P00074000,37.42,12,E,32.35,12,E,A,2025-11-19T19:03:39.870972214Z,2027-01-15,74000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5993,-0.7231,0.0132,-0.733,-0.0041,0.142
BTC280121P00061000,27.38,1,P,23.86,12,E,A,2025-11-19T19:02:59.860204727Z,2028-01-21,61000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5667,-0.5076,0.0121,-0.9916,-0.0042,0.2319
BTC251121C00064000,0.73,516,A,0.0,0,?,A,2025-11-19T19:02:27.459594296Z,2025-11-21,64000,0.05,0.05,0.05,1.0,0.05,2025-11-07T05:00:00Z,1.0,0.05,I,0.05,1.0,2025-11-07T18:00:09.167746624Z,C,0.05,0.05,0.05,1.0,0.05,2025-11-07T18:00:00Z,1.0,0.05,0.05,0.05,0.05,1.0,0.05,2025-11-04T05:00:00Z,1.0,0.05,,,,,,
BTC270115P00027000,5.06,13,E,0.52,18,A, ,2025-11-19T19:00:27.015590737Z,2027-01-15,27000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5686,-0.1608,0.0101,-0.1056,-0.0061,0.1035
BTC260320C00072000,0.73,116,B,0.0,0,?, ,2025-11-19T19:00:27.016522485Z,2026-03-20,72000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTC260320C00071000,0.73,198,A,0.0,0,?,A,2025-11-19T19:03:41.110443839Z,2026-03-20,71000,0.45,0.45,0.45,1.0,0.45,2025-11-14T05:00:00Z,1.0,0.45,I,0.45,1.0,2025-11-14T18:43:15.600302704Z,C,0.45,0.45,0.45,1.0,0.45,2025-11-14T18:43:00Z,1.0,0.45,,,,,,,,,,,,,,
BTC260618C00030000,14.19,604,X,12.18,24,E,A,2025-11-19T19:03:53.043389229Z,2026-06-18,30000,20.32,20.32,20.32,1.0,20.32,2025-10-30T04:00:00Z,1.0,20.32,f,20.32,1.0,2025-10-30T13:30:21.601195709Z,I,20.32,20.32,20.32,1.0,20.32,2025-10-30T13:30:00Z,1.0,20.32,,,,,,,,,0.6859,0.7958,0.0138,0.1052,-0.0157,0.085
BTC260320C00045000,3.46,187,X,2.81,12,E,A,2025-11-19T19:03:50.236461192Z,2026-03-20,45000,3.0,3.0,3.0,1.0,3.0,2025-11-19T05:00:00Z,1.0,3.0,I,3.0,1.0,2025-11-19T17:36:08.960513908Z,U,3.0,3.0,3.0,1.0,3.0,2025-11-19T17:36:00Z,1.0,3.0,3.8,3.9,3.5,6.0,3.5,2025-11-18T05:00:00Z,21.0,3.691429,0.5488,0.4132,0.0313,0.0436,-0.0214,0.0884
BTC251121C00052000,0.07,8,U,0.0,0,?,A,2025-11-19T17:38:02.5298678Z,2025-11-21,52000,0.05,0.05,0.02,2.0,0.02,2025-11-18T05:00:00Z,3.0,0.04,I,0.03,2.0,2025-11-18T17:27:16.241750322Z,A,0.05,0.05,0.05,1.0,0.05,2025-11-18T17:27:00Z,2.0,0.05,0.02,0.05,0.02,2.0,0.05,2025-11-17T05:00:00Z,2.0,0.035,,,,,,
BTC260320P00065000,26.56,38,Z,23.4,31,B,A,2025-11-19T19:02:05.740169643Z,2026-03-20,65000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4892,-0.9438,0.0102,-0.2062,0.0013,0.0257
BTC280121C00048000,13.66,6,B,8.82,12,E,A,2025-11-19T19:03:52.422566328Z,2028-01-21,48000,17.8,17.8,17.8,1.0,17.8,2025-10-14T04:00:00Z,10.0,17.8,I,17.8,10.0,2025-10-14T13:30:00.390839788Z,I,17.8,17.8,17.8,1.0,17.8,2025-10-14T13:30:00Z,10.0,17.8,18.0,18.0,17.6,9.0,17.6,2025-09-19T04:00:00Z,36.0,17.904167,0.5713,0.6074,0.0116,0.2762,-0.0092,0.2235
BTC251121C00043000,0.17,23,U,0.0,0,?,A,2025-11-19T19:01:48.556526518Z,2025-11-21,43000,0.07,0.07,0.07,2.0,0.07,2025-11-19T05:00:00Z,9.0,0.07,g,0.07,1.0,2025-11-19T17:32:55.00669187Z,C,0.07,0.07,0.07,1.0,0.07,2025-11-19T17:32:00Z,1.0,0.07,0.27,0.44,0.18,12.0,0.18,2025-11-18T05:00:00Z,48.0,0.255208,,,,,,
BTC260320P00075000,37.16,20,A,34.04,14,X,A,2025-11-19T18:59:14.543757278Z,2026-03-20,75000,28.2,28.2,28.2,1.0,28.2,2025-11-03T05:00:00Z,2.0,28.2,I,28.19,2.0,2025-11-03T16:20:49.488647639Z,I,28.2,28.2,28.2,1.0,28.2,2025-11-03T16:20:00Z,2.0,28.2,28.58,28.58,28.58,1.0,28.58,2025-10-17T04:00:00Z,3.0,28.58,0.8051,-0.8702,0.0116,-0.2318,-0.0086,0.048
BTC280121P00055000,23.44,8,E,18.48,12,U,A,2025-11-19T19:03:42.954837Z,2028-01-21,55000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.555,-0.4642,0.0123,-0.8532,-0.0046,0.231
BTC280121C00050000,12.85,16,A,10.03,13,E,A,2025-11-19T19:03:48.739628827Z,2028-01-21,50000,10.1,10.75,10.1,3.0,10.75,2025-11-19T05:00:00Z,9.0,10.606667,I,10.43,1.0,2025-11-19T18:26:05.527762628Z,E,10.1,10.1,10.1,1.0,10.1,2025-11-19T18:26:00Z,1.0,10.1,11.39,11.54,11.39,2.0,11.54,2025-11-18T05:00:00Z,8.0,11.5025,0.603,0.6017,0.011,0.267,-0.0096,0.2243
BTC270115P00067000,30.51,12,E,26.29,11,U,A,2025-11-19T19:03:44.977678118Z,2027-01-15,67000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5604,-0.6955,0.0147,-0.6455,-0.0046,0.1484
BTC251219C00045000,0.88,11,U,0.08,1328,A,A,2025-11-19T19:03:42.488635802Z,2025-12-19,45000,0.68,1.0,0.6,15.0,1.0,2025-11-19T05:00:00Z,66.0,0.741364,a,0.68,1.0,2025-11-19T18:46:06.550371282Z,X,0.68,0.68,0.68,1.0,0.68,2025-11-19T18:46:00Z,1.0,0.68,1.05,1.15,1.01,14.0,1.01,2025-11-18T05:00:00Z,72.0,1.093889,0.4588,0.1808,0.0507,0.0055,-0.0235,0.0298
